date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:18:54	71270/71270	U-----	200	untouched ('')	image/png	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/avatar_1.png	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/avatar_1.png	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_startup.html)
17:18:54	289063/289063	U-----	200	untouched ('')	image/png	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/macbook_screenshot_1.png	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/macbook_screenshot_1.png	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_startup.html)
17:18:54	14/14	---M--	404	error ('Not%20Found')	text/plain	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/fonts/glyphicons-halflings-regular.eot	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/fonts/glyphicons-halflings-regular.eot	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/css/theme.css)
17:18:54	37045/37045	U-----	200	untouched ('')	application/javascript	etag:%22gz[041e01646c312aeec1ecbfcf4c82c633]%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/bootstrap/js/bootstrap.min.js	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/bootstrap/js/bootstrap.min.js	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_startup.html)
17:18:54	97163/97163	U-----	200	untouched ('')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_startup.html)
17:18:54	14/14	---M--	404	error ('Not%20Found')	text/plain	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/fonts/glyphicons-halflings-regular.eot?	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/fonts/glyphicons-halflings-regulard41d.eot	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/css/theme.css)
17:18:54	6104/6104	U-----	200	untouched ('')	application/javascript	etag:%22gz[041e01646c312aeec1ecbfcf4c82c633]%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/smoothscroll/smoothscroll.min.js	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/smoothscroll/smoothscroll.min.js	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_startup.html)
17:18:54	4233/4233	U-----	200	untouched ('')	application/javascript	etag:%22gz[041e01646c312aeec1ecbfcf4c82c633]%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/backstretch/jquery.backstretch.min.js	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/backstretch/jquery.backstretch.min.js	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_startup.html)
17:18:55	14/14	---M--	404	error ('Not%20Found')	text/plain	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/fonts/glyphicons-halflings-regular.woff2	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/fonts/glyphicons-halflings-regular.woff2	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/css/theme.css)
17:18:55	1842/1842	U-----	200	untouched ('')	application/javascript	etag:%22gz[041e01646c312aeec1ecbfcf4c82c633]%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/contact-form/contact.js	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/contact-form/contact.js	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_startup.html)
17:18:55	9028/9028	U-----	200	untouched ('')	application/javascript	etag:%22gz[041e01646c312aeec1ecbfcf4c82c633]%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/waypoints/jquery.waypoints.min.js	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/waypoints/jquery.waypoints.min.js	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_startup.html)
17:18:55	14/14	---M--	404	error ('Not%20Found')	text/plain	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/fonts/glyphicons-halflings-regular.woff	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/fonts/glyphicons-halflings-regular.woff	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/css/theme.css)
17:18:55	10223/10223	U-----	200	untouched ('')	application/javascript	etag:%22gz[041e01646c312aeec1ecbfcf4c82c633]%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/js/theme.js	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/js/theme.js	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_startup.html)
17:18:55	14/14	---M--	404	error ('Not%20Found')	text/plain	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/fonts/glyphicons-halflings-regular.ttf	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/fonts/glyphicons-halflings-regular.ttf	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/css/theme.css)
17:18:55	64/64	U-----	200	untouched ('')	application/javascript	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/js/custom.js	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/js/custom.js	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_startup.html)
17:18:56	120724/120724	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/ionicons/fonts/ionicons.eot?v=2.0.0	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/ionicons/fonts/ionicons28b5.eot	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/ionicons/css/ionicons.min.css)
17:18:56	188508/188508	U-----	200	untouched ('')	application/font-sfnt	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/ionicons/fonts/ionicons.ttf?v=2.0.0	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/ionicons/fonts/ionicons28b5.ttf	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/ionicons/css/ionicons.min.css)
17:18:56	67904/67904	U-----	200	untouched ('')	application/font-woff	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/ionicons/fonts/ionicons.woff?v=2.0.0	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/ionicons/fonts/ionicons28b5.woff	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/ionicons/css/ionicons.min.css)
17:18:56	333834/333834	U-----	200	untouched ('OK')	image/svg+xml	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/ionicons/fonts/ionicons.svg?v=2.0.0	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/ionicons/fonts/ionicons28b5.svg	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/ionicons/css/ionicons.min.css)
17:18:57	14/14	---M--	404	error ('Not%20Found')	text/plain	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/fonts/glyphicons-halflings-regular.svg	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/fonts/glyphicons-halflings-regular.svg	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/css/theme.css)
17:20:00	316634/316634	U-----	200	untouched ('')	image/png	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/screenshot_default.png	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/screenshot_default.png	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/layouts.html)
17:20:00	566606/566606	U-----	200	untouched ('')	image/jpeg	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/1.jpg	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/1.jpg	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/css/theme.css)
17:20:00	43921/43921	U-----	200	untouched ('OK')	text/html	etag:W/%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index.html	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/index.html	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/layouts.html)
17:20:01	30583/30583	U-----	200	untouched ('OK')	text/html	etag:W/%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_company.html	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_company.html	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/layouts.html)
17:21:04	25915/25915	U-----	200	untouched ('OK')	text/html	etag:W/%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_app.html	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_app.html	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/layouts.html)
17:21:05	259493/259493	U-----	200	untouched ('')	image/png	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/screenshot_company.png	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/screenshot_company.png	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/layouts.html)
17:21:05	323560/323560	U-----	200	untouched ('')	image/png	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/screenshot_startup.png	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/screenshot_startup.png	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/layouts.html)
17:21:06	330093/330093	U-----	200	untouched ('')	image/png	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/screenshot_app.png	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/screenshot_app.png	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/layouts.html)
17:22:08	31055/31055	U-----	200	untouched ('OK')	text/html	etag:W/%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_personal.html	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_personal.html	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/layouts.html)
17:22:08	337295/337295	U-----	200	untouched ('')	image/png	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/screenshot_personal.png	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/screenshot_personal.png	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/layouts.html)
17:22:09	41898/41898	U-----	200	untouched ('OK')	text/html	etag:W/%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_fading.html	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_fading.html	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/layouts.html)
17:22:10	654886/654886	U-----	200	untouched ('')	image/jpeg	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/2.jpg	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/2.jpg	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index.html)
17:22:10	425000/425000	U-----	200	untouched ('')	image/jpeg	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/3.jpg	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/3.jpg	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index.html)
17:22:10	514064/514064	U-----	200	untouched ('')	image/jpeg	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/4.jpg	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/4.jpg	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index.html)
17:22:11	440794/440794	U-----	200	untouched ('')	image/jpeg	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/5.jpg	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/5.jpg	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index.html)
17:23:13	41473/41473	U-----	200	untouched ('')	image/jpeg	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/user_2.jpg	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/user_2.jpg	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index.html)
17:23:14	55368/55368	U-----	200	untouched ('')	image/jpeg	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/user_1.jpg	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/user_1.jpg	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index.html)
17:23:14	639534/639534	U-----	200	untouched ('')	image/jpeg	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/7.jpg	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/7.jpg	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index.html)
17:23:14	68164/68164	U-----	200	untouched ('')	image/jpeg	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/user_3.jpg	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/user_3.jpg	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index.html)
17:23:14	3761/3761	U-----	200	untouched ('')	application/javascript	etag:%22gz[041e01646c312aeec1ecbfcf4c82c633]%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/countTo/jquery.countTo.js	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/countTo/jquery.countTo.js	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index.html)
17:24:18	3011/3011	U-----	200	untouched ('OK')	text/css	etag:%22gz[041e01646c312aeec1ecbfcf4c82c633]%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/owl-carousel/assets/owl.carousel.min.css	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/owl-carousel/assets/owl.carousel.min.css	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_app.html)
17:24:18	315697/315697	U-----	200	untouched ('')	image/png	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/iphone_device_2.png	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/iphone_device_2.png	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_app.html)
17:24:18	1003/1003	U-----	200	untouched ('OK')	text/css	etag:%22gz[041e01646c312aeec1ecbfcf4c82c633]%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/owl-carousel/assets/owl.theme.default.min.css	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/owl-carousel/assets/owl.theme.default.min.css	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_app.html)
17:24:18	283831/283831	U-----	200	untouched ('')	image/png	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/iphone_device_1.png	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/iphone_device_1.png	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_app.html)
17:25:22	321616/321616	U-----	200	untouched ('')	image/png	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/iphone_device_3.png	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/iphone_device_3.png	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_app.html)
17:25:22	35700/35700	U-----	200	untouched ('')	image/png	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/iphone_screenshot_1.png	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/iphone_screenshot_1.png	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_app.html)
17:26:26	160909/160909	U-----	200	untouched ('')	image/png	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/iphone_screenshot_4.png	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/iphone_screenshot_4.png	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_app.html)
17:26:26	8846/8846	U-----	200	untouched ('OK')	image/svg+xml	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/app-store-badge.svg	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/app-store-badge.svg	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_app.html)
17:26:44	34805/34805	U-----	200	untouched ('')	image/png	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/iphone_screenshot_2.png	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/iphone_screenshot_2.png	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_app.html)
17:26:45	39771/39771	U-----	200	untouched ('')	image/png	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/iphone_screenshot_3.png	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/iphone_screenshot_3.png	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_app.html)
17:27:30	5305/5305	U-----	200	untouched ('OK')	image/svg+xml	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/google-play-badge.svg	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/google-play-badge.svg	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_app.html)
